book_id,avg_rating,rating_count,review_count,title,series,author,description,length,five_stars,four_stars,three_stars,two_stars,one_star,cover_image
1191620,4.13,108242,2561,Contact,,Carl Sagan,"Contacto es la única novela escrita por el astrónomo estadounidense Carl Sagan, uno de los mayores divulgadores científicos del siglo XX.Galardonado con el premio Pulitzer por Los dragones del Edén, Sagan es además el aclamado autor de Cosmos,  el libro de divulgación científica m�s vendido de la historia, el cual inspiró una aclamada serie de televisión estrenada en más d
Contacto es la única novela escrita por el astrónomo estadounidense Carl Sagan, uno de los mayores divulgadores científicos del siglo XX.Galardonado con el premio Pulitzer por Los dragones del Edén, Sagan es además el aclamado autor de Cosmos,  el libro de divulgación científica m�s vendido de la historia, el cual inspiró una aclamada serie de televisión estrenada en más de sesenta países. 
 Contacto, premio Locus 1986, desarrolla una de las constantes en la trayectoria del autor: la búsqueda de inteligencia extraterrestre y la comunicación con ella a través de sondas espaciales. En 1997, el director de cine Robert Zemeckis llevó esta historia a la gran pantalla, en una película protagonizada por Jodie Foster y Matthew McConaughey.Tras cinco años de incesantes búsquedas con los dispositivos m�s sofisticados del momento, la astr�noma Eleanor Arroway consigue, junto a un equipo de cient�ficos internacionales, conectar con la estrella Vega y demostrar que no estamos solos en el universo. Empieza entonces un trepidante viaje hacia el encuentro m�s esperado de la historia de la humanidad, y con �l Sagan plantea magistralmente c�mo afectar�a a nuestra sociedad la recepci�n de mensajes de una civilizaci�n extraterrestre. 
 ENGLISH DESCRIPTIONAt first it seemed impossible - a radio signal that came not from Earth but from far beyond the nearest stars. But then the signal was translated, and what had been impossible became terrifying. For the signal contains the information to build a Machine that can travel to the stars. A Machine that can take a human to meet those that sent the message. They are eager to meet us: they have been watching and waiting for a long time. And now they will judge.
...more",432 pages,43661,40343,19598,3665,975,https://images.gr-assets.com/books/1533434628l/1191620.jpg
762598,3.44,1048,134,The Warriors,,Sol Yurick,"The basis for the cult-classic film The Warriors chronicles one New York City gang's nocturnal journey through the seedy, dangerous subways and city streets of the 1960s. Every gang in the city meets on a sweltering July 4 night in a Bronx park for a peace rally. The crowd of miscreants turns violent after a prominent gang leader is killed and chaos prevails over the attem
The basis for the cult-classic film The Warriors chronicles one New York City gang's nocturnal journey through the seedy, dangerous subways and city streets of the 1960s. Every gang in the city meets on a sweltering July 4 night in a Bronx park for a peace rally. The crowd of miscreants turns violent after a prominent gang leader is killed and chaos prevails over the attempt at order. The Warriors follows the Dominators making their way back to their home territory without being killed. The police are prowling the city in search of anyone involved in the mayhem. An exhilarating novel that examines New York City teenagers, left behind by society, who form identity and personal strength through their affiliation with their ""family,"" The Warriors weaves together social commentary with ancient legends for a classic coming-of-age tale. This edition includes a new introduction by the author.
...more",212 pages,187,316,364,135,46,https://images.gr-assets.com/books/1328824105l/762598.jpg
55749,3.79,2260,461,Zathura,(Jumanji #2),Chris Van Allsburg,"On the last page of the Caldecott-winning book Jumanji, young Danny Budwing is seen running after his brother, Walter, with a game tucked under his arm. Now after twenty years, Chris Van Allsburg is ready to reveal what happens when Danny and Walter roll the dice. This time the name of the game is Zathura and the battling Budwing boys are in for the ride of their lives. Za
On the last page of the Caldecott-winning book Jumanji, young Danny Budwing is seen running after his brother, Walter, with a game tucked under his arm. Now after twenty years, Chris Van Allsburg is ready to reveal what happens when Danny and Walter roll the dice. This time the name of the game is Zathura and the battling Budwing boys are in for the ride of their lives. Zathura unleashes intergalactic challenges that require even the quarreling Budwing brothers to work as a team.  
...more",32 pages,582,821,685,145,27,https://images.gr-assets.com/books/1432847732l/55749.jpg
647121,3.85,1684,246,Angel,,Elizabeth Taylor,"Writing stories that are extravagant and fanciful, fifteen-year old Angel retreats to a world of romance, escaping the drabness of provincial life. She knows she is different, that she is destined to become a feted authoress, owner of great riches and of Paradise House . . .After reading The Lady Irania, publishers Brace and Gilchrist are certain the novel will be a succes
Writing stories that are extravagant and fanciful, fifteen-year old Angel retreats to a world of romance, escaping the drabness of provincial life. She knows she is different, that she is destined to become a feted authoress, owner of great riches and of Paradise House . . .After reading The Lady Irania, publishers Brace and Gilchrist are certain the novel will be a success, in spite of - and perhaps because of - its overblown style. But they are curious as to who could have written such a book: 'Some old lady, romanticising behind lace-curtains' . . . 'Angelica Deverell is too good a name to be true . . . she might be an old man. It would be an amusing variation. You are expecting to meet Mary Anne Evans and in Walks George Eliot twirling his moustache.' So nothing can prepare them for the pale young woman who sits before them, with not a seed of irony or a grain of humour in her soul.
...more",252 pages,453,703,385,100,43,https://images.gr-assets.com/books/1328729193l/647121.jpg
52357,3.43,204156,5648,Beowulf,,Unknown,"The earliest extant poem in a modern European language, ""Beowulf"" is an epic that reflects a feudal, newly Christian world of heroes and monsters, blood, victory, and death. This repackaged Signet classic Includes a Glossary of terms.",213 pages,42237,57394,63107,28167,13251,https://images.gr-assets.com/books/1327878125l/52357.jpg
473850,3.72,5795,464,Make Room! Make Room!,,Harry Harrison,"First published in 1966, Harrison's novel of an overpopulated urban jungle, a divided class system--operating within an atmosphere of riots, food shortages, and senseless acts of violence--and a desperate hunt for the truth by a cynical NYC detective tells a classic tale of a dark future.",288 pages,1224,2282,1818,387,84,https://images.gr-assets.com/books/1345057490l/473850.jpg
502889,3.8,380,32,Destry Rides Again,,Max Brand,"Famed fighter Harry Destry comes back from jail a changed man. The town thinks he no longer has what it takes to defend himself, but Destry's innocent act covers a plot for vengeance against the men who set him up.",208 pages,111,126,109,25,9,https://images.gr-assets.com/books/1328815645l/502889.jpg
396329,4.03,5161,538,The Man Who Fell to Earth,,Walter Tevis,"T.J. Newton is an extraterrestrial who goes to Earth on a desperate mission of mercy. But instead of aid, Newton discovers loneliness and despair that ultimately ends in tragedy.",209 pages,1647,2256,1044,187,27,https://images.gr-assets.com/books/1320467516l/396329.jpg
613897,3.36,284,47,All the Way,,Andy Behrens,"The light at the end of nice boy Ian s boring summer is Danielle, someone he met online who might be really hot and who might have agreed to have sex with him. Ian is new to this sex thing and Danielle is nine hundred miles away, but Ian thinks Danielle mightbe the right girl, and if he can get himself and his two best friends, Lance and Felicia, into his aged Oldsmobile a
The light at the end of nice boy Ian s boring summer is Danielle, someone he met online who might be really hot and who might have agreed to have sex with him. Ian is new to this sex thing and Danielle is nine hundred miles away, but Ian thinks Danielle mightbe the right girl, and if he can get himself and his two best friends, Lance and Felicia, into his aged Oldsmobile and en route to Danielle in their last weekend before senior year starts, he just mightbe about to have sex! The road trip, then, becomes The Sex Drive, wherein Ian might motor his way to love, if he can figure out how nice boys finish first.Author Biography: Andy Behrens is a freelance writer living in Chicago. He has written for the Chicago Reader, Flak Magazine, and ESPN.com, as well as other publications.This is his first novel.
...more",224 pages,50,78,93,51,12,https://images.gr-assets.com/books/1176332392l/613897.jpg
70700,3.56,1678,141,Lady L,,Romain Gary,"На своя 80-ти рожден ден Лейди Л., един от стълбовете на Британската империя, гранд-дама, превърнала се в символ на достолепие, аристократизъм, разюздан лукс и здрав разум, почитана родителка, дала на Империята министър, епископ, полковник от Кралския полк и виден банкер, започва смайващ разказ пред почтения сър Пърси Родинър, по английски дискретно влюбен в нея от 40 годи
На своя 80-ти рожден ден Лейди Л., един от стълбовете на Британската империя, гранд-дама, превърнала се в символ на достолепие, аристократизъм, разюздан лукс и здрав разум, почитана родителка, дала на Империята министър, епископ, полковник от Кралския полк и виден банкер, започва смайващ разказ пред почтения сър Пърси Родинър, по английски дискретно влюбен в нея от 40 години. Разказ за печално известната парижка улица ""Жид"", за уличните момичета, за любовта-мълния, която поразява за цял живот, за идеалисти, кроящи планове за атентати ""върху мазна хартия, по която още се въргаляше кръглооката глава на маринована херинга"", за мазета, пълни с объркани човеколюбци, които нямат време да остареят, за любимия, изгарящ в страст и за своята вечна битка с най-омразната съперница - човечеството...
...more",185 pages,333,546,576,171,52,https://images.gr-assets.com/books/1188618226l/70700.jpg
121356,3.92,259,8,Raiders of Spanish Peaks,,Zane Grey,"Hoping a change in environment will ease John Lindsay's sickness, his family heads west to discover that their new homestead is an abandoned military post, and they've ridden into the middle of a gang of thieves and rustlers who have total control of the desolate land.",384 pages,82,96,62,16,3,https://images.gr-assets.com/books/1363297677l/121356.jpg
648640,3.82,2689,272,The Moving Target,(Lew Archer #1),Ross Macdonald,"Like many Southern California millionaires, Ralph Sampson keeps odd company. There's the sun-worshipping holy man whom Sampson once gave his very own mountain; the fading actress with sidelines in astrology and S&M. Now one of Sampson's friends may have arranged his kidnapping.As Lew Archer follows the clues from the canyon sanctuaries of the megarich to jazz joints wh
Like many Southern California millionaires, Ralph Sampson keeps odd company. There's the sun-worshipping holy man whom Sampson once gave his very own mountain; the fading actress with sidelines in astrology and S&M. Now one of Sampson's friends may have arranged his kidnapping.As Lew Archer follows the clues from the canyon sanctuaries of the megarich to jazz joints where you get beaten up between sets, The Moving Target blends sex, greed, and family hatred into an explosively readable crime novel.
...more",245 pages,596,1179,775,114,25,https://images.gr-assets.com/books/1335761101l/648640.jpg
2,4.48,2106674,34749,Harry Potter and the Order of the Phoenix,(Harry Potter #5),J.K. Rowling,"There is a door at the end of a silent corridor. And it’s haunting Harry Pottter’s dreams. Why else would he be waking in the middle of the night, screaming in terror?Harry has a lot on his mind for this, his fifth year at Hogwarts: a Defense Against the Dark Arts teacher with a personality like poisoned honey; a big surprise on the Gryffindor Quidditch team; and the loomi
There is a door at the end of a silent corridor. And it’s haunting Harry Pottter’s dreams. Why else would he be waking in the middle of the night, screaming in terror?Harry has a lot on his mind for this, his fifth year at Hogwarts: a Defense Against the Dark Arts teacher with a personality like poisoned honey; a big surprise on the Gryffindor Quidditch team; and the looming terror of the Ordinary Wizarding Level exams. But all these things pale next to the growing threat of He-Who-Must-Not-Be-Named---a threat that neither the magical government nor the authorities at Hogwarts can stop.As the grasp of darkness tightens, Harry must discover the true depth and strength of his friends, the importance of boundless loyalty, and the shocking price of unbearable sacrifice.His fate depends on them all.
...more",870 pages,1315756,550836,195471,34007,10604,https://images.gr-assets.com/books/1546910265l/2.jpg
591352,3.8,26986,1905,The Postman Always Rings Twice,,James M. Cain,"An amoral young tramp. A beautiful, sullen woman with an inconvenient husband. A problem that has only one grisly solution–a solution that only creates other problems that no one can ever solve.First published in 1934 and banned in Boston for its explosive mixture of violence and eroticism, The Postman Always Rings Twice is a classic of the roman noir. It established James
An amoral young tramp. A beautiful, sullen woman with an inconvenient husband. A problem that has only one grisly solution–a solution that only creates other problems that no one can ever solve.First published in 1934 and banned in Boston for its explosive mixture of violence and eroticism, The Postman Always Rings Twice is a classic of the roman noir. It established James M. Cain as a major novelist with an unsparing vision of America’s bleak underside, and was acknowledged by Albert Camus as the model for The Stranger.
...more",128 pages,6751,10771,7278,1701,485,https://images.gr-assets.com/books/1330271399l/591352.jpg
762645,3.2,133,22,The Detective,"(Joe Leland, P.I. #1)",Roderick Thorp,"Joe Leland, war hero, career cop, private detective, is a public tough guy whose private world is coming apart.When a wartime acquaintance is killed in a fall from a race-track roof, his young widow hires Leland to investigate. As the search progresses, Leland is drawn into the shadows of Colin MacIver's life and into the black areas of his own past—the war, his troubled m
Joe Leland, war hero, career cop, private detective, is a public tough guy whose private world is coming apart.When a wartime acquaintance is killed in a fall from a race-track roof, his young widow hires Leland to investigate. As the search progresses, Leland is drawn into the shadows of Colin MacIver's life and into the black areas of his own past—the war, his troubled marriage, the brutal murder case that ended his police career.Made into a classic film starring Frank Sinatra, The Detective is a psychological thriller as well as a portrait of a man confronting violence and horror—and himself.
...more",598 pages,22,34,42,18,17,https://images.gr-assets.com/books/1383953323l/762645.jpg
457641,3.9,346,28,The Black Curtain,,Cornell Woolrich,"After a slight accident on a tawdry street, Frank Townsend goes home - only to discover he hasn't been there in years. Suffering from amnesia, accused of murder, and the object of a deadly pursuit, he must overcome the crime that time has thrust upon him...",148 pages,91,155,74,25,1,https://images.gr-assets.com/books/1427310543l/457641.jpg
121227,3.91,222,12,Forlorn River,,Zane Grey,"Ben Ide is a failure in the horse trade because he loves horses more than money. A few bad deals have turned the world against him. His greatest adversary is his father, who thinks Ben good for nothing. Determined to show what he is made of and what he can do, Ben pursues a herd of wild horses. The herd leads him directly into danger: cattle thieves with connections in hig
Ben Ide is a failure in the horse trade because he loves horses more than money. A few bad deals have turned the world against him. His greatest adversary is his father, who thinks Ben good for nothing. Determined to show what he is made of and what he can do, Ben pursues a herd of wild horses. The herd leads him directly into danger: cattle thieves with connections in high places. Distrusted by the woman he loves, menaced by killers, and hounded by slander, Ben finds his day of reckoning at the edge of Forlorn River. What he does next will make him an outcast or a hero. First published in 1927, Forlorn River sets in motion the events and characters that extend into Nevada, also available as a Bison Book. This Authorized Edition carries a new foreword by Zane Grey’s son, Loren Grey.
...more",340 pages,66,84,58,14,0,https://images.gr-assets.com/books/1266476689l/121227.jpg
81648,3.57,2293,174,In Country,,Bobbie Ann Mason,"The bestselling novel and deeply affecting story of a young girl who comes to terms with her father's death in Vietnam two decades earlierIn the summer of 1984, the war in Vietnam came home to Sam Hughes, whose father was killed there before she was born. The soldier-boy in the picture never changed. In a way that made him dependable. But he seemed so innocent. ""Astronauts
The bestselling novel and deeply affecting story of a young girl who comes to terms with her father's death in Vietnam two decades earlierIn the summer of 1984, the war in Vietnam came home to Sam Hughes, whose father was killed there before she was born. The soldier-boy in the picture never changed. In a way that made him dependable. But he seemed so innocent. ""Astronauts have been to the moon,"" she blurted out to the picture. ""You missed Watergate. I was in the second grade.""She stared at the picture, squinting her eyes, as if she expected it to come to life. But Dwayne had died with his secrets. Emmett was walking around with his. Anyone who survived Vietnam seemed to regard it as something personal and embarrassing. Granddad had said they were embarrassed that they were still alive. ""I guess you're not embarrassed,"" she said to the picture.This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.
...more",272 pages,417,823,769,220,64,https://images.gr-assets.com/books/1410141576l/81648.jpg
1209527,4.03,925,144,Portrait of Jennie,,Robert Nathan,"Who was she? Where had she come from?Was Jennie a dream, a memory, a lovely ghost from the past? Or had she stepped from anther world into this? Eben Adams could only guess at the answer. But he understood that Jennie, because she dared to love him, had fused past and present into the delightful delicate magic of ""now.""And tomorrow? Could Jennie triumph over tomorrow too?",125 pages,335,356,176,46,12,https://images.gr-assets.com/books/1305659177l/1209527.jpg
124272,3.81,14866,506,The Wings of the Dove,,Henry James,"Selected by the Modern Library as one of the 100 best novels of all timeSet amid the splendor of London drawing rooms and gilded Venetian palazzos, The Wings of the Dove is the story of Milly Theale, a naïve, doomed American heiress, and a pair of lovers, Kate Croy and Merton Densher, who conspire to obtain her fortune. In this witty tragedy of treachery, self-deception, a
Selected by the Modern Library as one of the 100 best novels of all timeSet amid the splendor of London drawing rooms and gilded Venetian palazzos, The Wings of the Dove is the story of Milly Theale, a naïve, doomed American heiress, and a pair of lovers, Kate Croy and Merton Densher, who conspire to obtain her fortune. In this witty tragedy of treachery, self-deception, and betrayal, Henry James weaves together three ill-fated and wholly human destinies unexpectedly linked by desire, greed, and salvation. As Amy Bloom writes in her Introduction, “The Wings of the Dove is a novel of intimacy. . . . [James] gives us passion, he gives us love in its terrible and enchanting forms.”
...more",741 pages,4527,5155,3543,1101,540,https://images.gr-assets.com/books/1320514843l/124272.jpg
415419,3.96,942,88,Dodsworth,,Sinclair Lewis,"First published in 1929, Dodsworth tells the story of a young American couple who moves to Europe. When the woman becomes involved with another man, her husband must choose between forgiving his wife or abandoning the relationship, & Europe, forever.",384 pages,283,393,223,33,10,https://images.gr-assets.com/books/1387700410l/415419.jpg
13287266,3.1,10,1,Letter To Five Wives,,John Klempner,"Basis for the 1949 film ""A Letter To Three Wives."" Originally publish in Cosmopolitan in 1945.",204 pages,1,2,4,3,0,https://s.gr-assets.com/assets/nophoto/book/blank-133x176-8b769f39ba6687a82d2eef30bdf46977.jpg
594430,4.58,19,5,The golden evenings of summer,,Will Stanton,"Capture a moment of yesterday, a sunset from the porch swing . . . the aroma of the backyard lilac bush . . . the inviting appeal of the vacant lot next door . . . the riches of a bottle-cap collection . . . the temptation of the cookie jar . . . the summers that never ended.Capture a moment and journey back with us to the good old days . . . those very, very good old days
Capture a moment of yesterday, a sunset from the porch swing . . . the aroma of the backyard lilac bush . . . the inviting appeal of the vacant lot next door . . . the riches of a bottle-cap collection . . . the temptation of the cookie jar . . . the summers that never ended.Capture a moment and journey back with us to the good old days . . . those very, very good old days.
...more",154 pages,13,4,2,0,0,https://images.gr-assets.com/books/1267296772l/594430.jpg
1141654,3.49,1868,187,Walkabout,,James Vance Marshall,"A plane crashes in the vast Northern Territory of Australia,and the only survivors are two children from Charleston, South Carolina, on their way to visit their uncle in Adelaide. Mary and her younger brother Peter set out on foot, lost in the vast, hot Australian outback. They are saved by a chance meeting with an Aboriginal boy on walkabout, who teaches them to find food
A plane crashes in the vast Northern Territory of Australia,and the only survivors are two children from Charleston, South Carolina, on their way to visit their uncle in Adelaide. Mary and her younger brother Peter set out on foot, lost in the vast, hot Australian outback. They are saved by a chance meeting with an Aboriginal boy on walkabout, who teaches them to find food and water in the wilderness, but whom Mary can’t bring herself to trust. Though on the surface Walkabout is an adventure story, darker themes lie just beneath. Peter’s innocent friendship with the Aboriginal throws into relief Mary’s no longer childish anxiety, and together raise questions about how Aboriginal and Western culture can meet. And in the vivid descriptions of the natural world, we realize that this story—a deep fairy tale in the spirit of Adalbert Stifter’s Rock Crystal—must also be a story about the closeness of death and the power of nature.
...more",128 pages,348,570,661,229,60,https://images.gr-assets.com/books/1326609413l/1141654.jpg
56187,3.96,375,10,Under the Tonto Rim,,Zane Grey,"Lucy Watson, a young schoolteacher, is appointed welfare instructor in a community of isolated backwoods folk. She quickly overcomes their fears, and achieves popularity by the practical results of her work. She is especially successful with a strong, uncouth bee-hunter. Zane Grey's handling of these primitive characters is robust and understanding.""Zane Grey is a gifted a
Lucy Watson, a young schoolteacher, is appointed welfare instructor in a community of isolated backwoods folk. She quickly overcomes their fears, and achieves popularity by the practical results of her work. She is especially successful with a strong, uncouth bee-hunter. Zane Grey's handling of these primitive characters is robust and understanding.""Zane Grey is a gifted artist who draws scenes of the southwest in unforgettable stories."" (B-O-T Editorial Review Board)
...more",384 pages,124,125,113,13,0,https://images.gr-assets.com/books/1329014035l/56187.jpg
10799,3.8,232567,8254,A Farewell to Arms,,Ernest Hemingway,"A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical w
A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote his ending to A Farewell to Arms thirty-nine times to get the words right.
...more",293 pages,65450,86042,56369,17893,6813,https://images.gr-assets.com/books/1313714836l/10799.jpg
287625,3.86,85235,2550,The Running Man,,Richard Bachman,The year is 2025. The Running Man is America's favorite television game show. Ben Richards is the program's latest contestant—and the Hunters' latest target in a rigged game of death.,219 pages,24434,31031,23846,4997,927,https://images.gr-assets.com/books/1258328780l/287625.jpg
10975,3.86,145435,6252,The Sound and the Fury,,William Faulkner,"The text of this Norton Critical Edition is that of the corrected edition scrupulously prepared by Noel Polk, whose textual note precedes the text. David Minter's annotations are designed to assist the reader with obscure words and allusions.""Backgrounds"" begins with the appendix Faulkner wrote in 1945 and sometimes referred to as another telling of The Sound and the Fury
The text of this Norton Critical Edition is that of the corrected edition scrupulously prepared by Noel Polk, whose textual note precedes the text. David Minter's annotations are designed to assist the reader with obscure words and allusions.""Backgrounds"" begins with the appendix Faulkner wrote in 1945 and sometimes referred to as another telling of The Sound and the Fury and includes a selection of Faulkner’s letters, excerpts from two Faulkner interviews, a memoir by Faulkner's friend Ben Wasson, and both versions of Faulkner's 1933 introduction to his novel.""Cultural and Historical Contexts"" presents four different perspectives, two of them new to the second edition, on the place of the American South in history. Taken together, these works—by C. Vann Woodward, Richard H. King, Carolyn Porter, and Robert Penn Warren—provide the reader with valuable contexts for understanding the novel.""Criticism"" includes seventeen essays on The Sound and the Fury that collectively trace changes in the way we have viewed this novel over the last four decades. The critics are Jean-Paul Sartre, Irving Howe, Ralph Ellison, Olga W. Vickery, Cleanth Brooks, Michael Millgate, John T. Irwin, Myra Jehlen, Donald M. Kartiganer, David Minter, Warwick Wadlington, John T. Matthews, Thadious M. Davis, Wesley Morris and Barbara Alverson Morris, Minrose C. Gwin, André Bleikasten, and Philip M. Weinstein. A revised Selected Bibliography also is included.
...more",326 pages,53214,44630,28427,11880,7284,https://images.gr-assets.com/books/1433089995l/10975.jpg
6,4.55,2151870,37860,Harry Potter and the Goblet of Fire,(Harry Potter #4),J.K. Rowling,"Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup. He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for a h
Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup. He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for a hundred years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, he's not normal - even by wizarding standards. And in his case, different can be deadly. --back cover
...more",734 pages,1406331,551538,164462,21925,7614,https://images.gr-assets.com/books/1361482611l/6.jpg
2865,3.87,560194,8807,Girl with a Pearl Earring,,Tracy Chevalier,"With precisely 35 canvases to his credit, the Dutch painter Johannes Vermeer represents one of the great enigmas of 17th-century art. The meager facts of his biography have been gleaned from a handful of legal documents. Yet Vermeer's extraordinary paintings of domestic life, with their subtle play of light and texture, have come to define the Dutch golden age. His portrai
With precisely 35 canvases to his credit, the Dutch painter Johannes Vermeer represents one of the great enigmas of 17th-century art. The meager facts of his biography have been gleaned from a handful of legal documents. Yet Vermeer's extraordinary paintings of domestic life, with their subtle play of light and texture, have come to define the Dutch golden age. His portrait of the anonymous Girl with a Pearl Earring has exerted a particular fascination for centuries - and it is this magnetic painting that lies at the heart of Tracy Chevalier's second novel of the same title.Girl with a Pearl Earring centers on Vermeer's prosperous Delft household during the 1660s. When Griet, the novel's quietly perceptive heroine, is hired as a servant, turmoil follows. First, the 16-year-old narrator becomes increasingly intimate with her master. Then Vermeer employs her as his assistant--and ultimately has Griet sit for him as a model.
...more",233 pages,166867,212033,135479,31559,14256,https://images.gr-assets.com/books/1327197580l/2865.jpg
3236244,3.92,4891,319,Fletch,(Fletch #1),Gregory McDonald,"Fletch He's an investigative reporter whose methods are a little unorthodox. Currently he's living on the beach with the strung-out trying to find to the source of the drugs they live for. Fletch He's taking more than a little flack from his editor. She doesn't appreciate his style. Or the expense account items he's racking up. Or his definition of the word ""deadline,"" Or
Fletch He's an investigative reporter whose methods are a little unorthodox. Currently he's living on the beach with the strung-out trying to find to the source of the drugs they live for. Fletch He's taking more than a little flack from his editor. She doesn't appreciate his style. Or the expense account items he's racking up. Or his definition of the word ""deadline,"" Or the divorce lawyers who keep showing up at the office. Fletch So when multimillionaire Alan Stanwyk offers Fletch the job of a lifetime, which could be worth a fortune, he's intrigued and decides to do a little investigation. What he discovers is that the proposition is anything but what it seems.
...more",197 pages,1442,1975,1180,229,65,https://images.gr-assets.com/books/1357296232l/3236244.jpg
418233,3.79,1167,92,El lugar sin límites,,José Donoso,"Un mundo que es el infierno, donde se ponen al descubierto las falsas apariencias, la sordidez, la violencia y la miseria que lo agobia. Todo sucede alrededor del burdel de la Japonesita. Y de la Manuela, ese ambiguo y genial personaje, crisol de las pasiones y revelador de una falsa moral; cuestionador de la masculinidad y sus valores.",134 pages,298,463,291,89,26,https://images.gr-assets.com/books/1174576456l/418233.jpg
929782,4.41,19170,972,Martin Eden,,Jack London,"Alternate cover edition of ISBN 9780140187724The semiautobiographical Martin Eden is the most vital and original character Jack London ever created. Set in San Francisco, this is the story of Martin Eden, an impoverished seaman who pursues, obsessively and aggressively, dreams of education and literary fame. London, dissatisfied with the rewards of his own success, intende
Alternate cover edition of ISBN 9780140187724The semiautobiographical Martin Eden is the most vital and original character Jack London ever created. Set in San Francisco, this is the story of Martin Eden, an impoverished seaman who pursues, obsessively and aggressively, dreams of education and literary fame. London, dissatisfied with the rewards of his own success, intended Martin Eden as an attack on individualism and a criticism of ambition; however, much of its status as a classic has been conferred by admirers of its ambitious protagonist.Andrew Sinclair's wide-ranging introduction discusses the conflict between London's support of socialism and his powerful self-will. Sinclair also explores the parallels and divergences between the life of Martin Eden and that of his creator, focusing on London's mental depressions and how they affected his depiction of Eden.
...more",480 pages,11329,5238,1966,475,162,https://images.gr-assets.com/books/1543352919l/929782.jpg
29981,3.72,80865,3472,The Island of Doctor Moreau,,H.G. Wells,"Ranked among the classic novels of the English language and the inspiration for several unforgettable movies, this early work of H. G. Wells was greeted in 1896 by howls of protest from reviewers, who found it horrifying and blasphemous. They wanted to know more about the wondrous possibilities of science shown in his first book, The Time Machine, not its potential for mis
Ranked among the classic novels of the English language and the inspiration for several unforgettable movies, this early work of H. G. Wells was greeted in 1896 by howls of protest from reviewers, who found it horrifying and blasphemous. They wanted to know more about the wondrous possibilities of science shown in his first book, The Time Machine, not its potential for misuse and terror. In The Island of Dr. Moreau, a shipwrecked gentleman named Edward Prendick, stranded on a Pacific island lorded over by the notorious Dr. Moreau, confronts dark secrets, strange creatures, and a reason to run for his life.While this riveting tale was intended to be a commentary on evolution, divine creation, and the tension between human nature and culture, modern readers familiar with genetic engineering will marvel at Wells’s prediction of the ethical issues raised by producing “smarter” human beings or bringing back extinct species. These levels of interpretation add a richness to Prendick’s adventures on Dr. Moreau’s island of lost souls without distracting from what is still a rip-roaring good read.
...more",153 pages,17494,31204,25510,5651,1006,https://images.gr-assets.com/books/1388230211l/29981.jpg
12187086,3.89,1754,55,The War of the Buttons,(La Guerre des Boutons),Louis Pergaud,"As tenaciously as the Guelphs and the Ghibellines, the boys of the villages of Longevernes and Velrans perpetuate a vendetta of hundreds of years. With the ripping of smocks and the clatter of sabots, missiles and invectives fly--the Longevernes have ""flabby balls"" and the Velrans ""awl have hary asses."" Prefatory chapter heading quotations from Rabelais do not justify the
As tenaciously as the Guelphs and the Ghibellines, the boys of the villages of Longevernes and Velrans perpetuate a vendetta of hundreds of years. With the ripping of smocks and the clatter of sabots, missiles and invectives fly--the Longevernes have ""flabby balls"" and the Velrans ""awl have hary asses."" Prefatory chapter heading quotations from Rabelais do not justify the publisher's comparison, and the referral to Mark Twain seems altogether undeserved. . . . Under the leadership of Lebrac the war goes on from day to day and week to week; as buttons come off, there are some literal rearguard actions as the vanquished emerge with bottoms bared; a closing scene, the treason trial of one of theirs, a cripple, with the punitive reprisals, is quite brutal. But for the most part, this """"classic"""" which appeared in France more than thirty years ago is resoundingly dull--and for all its peasant vigor, la guerre n'est pas finie for a long, long time.
...more",273 pages,552,624,438,109,31,https://images.gr-assets.com/books/1358102941l/12187086.jpg
