imdbid,reviewid,review
tt0276751,85,"one of hugh grants best movies.hugely enjoyable from start to finish,without being too predictable.toni colette just gets better with every movie she makes,i would love to see her in a starring role.why not a sequel to muriels wedding?"
tt0276751,86,"I can't help but feel that if this film had been directed by a British director with some understanding of real life in England it would have been a lot better.

The story/plot is basically OK, but for it to be believable, Marcus has to have some some character, some charisma, something more than being a pathetic token.

He has to have some sort of character to be latched onto by a wealthy waster like Will, for it to be believable.

In the film, Marcus is a stiflingly boring, stilted prop.

It didn't ring true with me at all, in any way.

I appreciate that it is a moral fable, but it is incredible when Marcus gets a crush on a badly acted post punk wannabee, and she takes to him and becomes his girlfriend. This just makes no sense at all. It isn't real life folks.

And then the concert...

What happens when Marcus goes back to school the next week?

Will he be the new hero, or the former target of abuse.

Place your bets.

(Ignoring the ""bolt on"" happy ending of the film)

Uplifting it may try to be, but I was left depressed by the glib, patronising, moralising vacuousness of it all.

Loved ""Hi-Fidelity"", but was completely unimpressed by this.

Cheers, Will"
tt0276751,87,"I did honestly just watch the movie to witness another of Hugh Grant's epic performances (note: sarcasm) But honestly found myself enjoying this film. Although I've said I thought the book was better; I did very much appreciate the integrity of the film and how it shows the difficulty that children go through at school to find social acceptance. (I know that this wasn't the main plot fo teh movie but i liked it) In my opinion i would rate this as a seven, it was good but not as good as it could have been."
tt0276751,88,"I thought the film 'About a Boy' was excellent. I really enjoyed it. It was the first film i have seen with Hugh Grant in it. I have also seen Hugh Grant in 'Bridget Jones' Diary' which was really good. I thought he was really good in it. I also liked it because Toni Collette was in it and I have seen her in 'Muriel's Wedding', which was also very good. I thought that 'About a Boy' was a really good film and i would recommend that anyone anyone to see it. Apart from under 12's. Because it is a 12. It had all kinds of expressions and feelings in it. Things like romance, comedy, emotion, which was what made the film more interesting to watch. I would really like to read the book as well.

S. Humphreys"
tt0276751,89,"Between this and _High Fidelity_, I think I need to read Nick Hornby's novels!

This is a delightful (even though I hate that word) story, with excellent performances by everyone including the one playing Marcus. I'm not sure he'll go places like Haley Joel Ozment -- whom he compares himself to early on -- but by the end of the film, once his hair style gains attitude, he's a good enough looking kid, and a good actor.

Hugh Grant does a terrific job being a not-nice-but-not-bastardly-guy -- will he be nominated for an Oscar? Well, just a few more weeks will tell, but he really did well in this.

Rachel Weisz (sp?) puts on a posh London accent as flawlessly as did Renee Zellweger in Bridget Jones's Diary (which also featured Hugh Grant in a bastardly role -- hmmm, makes one think ...), although it's a bit hard to believe her as the mother of a 12-year-old -- but that's me, father of a pair of five year olds at age 43! She just seems too bloody young.

Overall, a terrific use of an hour and forty-odd minutes -- and you'd never believe the pair who directed _American Pie_ directed this one!"
tt0276751,90,"This script seems made for Hugh Grant, and is that rare find: a feel-good movie that isn't trite or cliched. Our hero, Will, is a self-centered man who seems happy yet is unfulfilled, though it takes him a while to realize that. The lesson is taught by Marcus, remarkably portrayed by newbie Nicholas Hoult, a boy who happens into Will's life. Additional credit goes to the lovable Rachel Weisz, of the Mummy movies and others, who does a good job of looking desirable, about all the script demands of her, and Toni Colette is perfect as Fiona, the boy's granola-crunching mother. But the real stars are the Weitz brothers, who take a story about real emotions, keep it light and enjoyable, and still provide a decent message. It's the kind of movie most parents could watch with their ten or twelve year old children. I give this movie an eight overall, ably done from every standpoint: writing, direction, and acting."
tt0276751,91,"This is in response to another user's comments on this movie.

I thought Nicholas Hoult was marvelous in this movie. He was my favorite thing about it, really. He can't sing? Well, maybe not. But that was hardly the point. The point, in fact, was that his character COULDN'T sing. You obviously didn't get it.

I do, however, agree that Hugh Grant needs to diversify his roles a bit more. I must admit, though, that I didn't detest him as much in this movie as I normally do.

I liked the book (loved High Fidelity much more) but this is one of the few occurences where I actually preferred the movie."
tt0276751,92,"Hugh Grant, with 'Four Weddings and a Funeral' and 'Notting Hill' has made romantic comedy his own genre. This movie focuses on Will's relationship with a young boy, Marcus, and the romantic interest is peripheral. Nonetheless it retains more than enough of the formulaic elements of the Hugh Grant genre to retain interest. But that's all! This movie lacks the lustre of the earlier movies, and in places, seems tired, despite Grant's undeniable charm."
tt0276751,93,"This is one great movie!! After I had seen it a friend who had yet to see it asked whether Hugh Grant gets Rachel Weisz in the end. I wouldn't tell him because that was entirely besides the point. What the story was about was how we all need to relate to others. And here we have a guy who appears to have everything but in reality has nothing befriending a young boy who appears to have nothing and yet really knows what life is about. Who learns the most from whom is the point of this great modern day morality tale.

For true classic comedy scenes I can't think of anything that beats Hugh Grant rushing to his young friend's assistance when he is about to humiliate himself by singing Killing Me Softly at the school rock concert. Can Hugh save the day????? Maybe not but 10 out of 10 for a masterpiece of comic timing.. See this movie.. You won't regret it!!"
tt0276751,94,"Wonderful movie, and a great new presentation of High Grant! Hitherto, Grant's performances have been fine--- but always a bit theatrical ( but-- DUH-- we see him in a movie THEATER, so that's OK!). I never had the sense that his characters were anyone I'd ever actually meet, or even want to meet, particularly. This movie, however, kind of like last year's ""Diary of Whosis,"" may be signaling a departure for this actor. The character he plays here is actually someone I'd like to know (not literally, not the actor, but the vibe, the kind of person). I really enjoyed and admired this new Hugh Grant (note that the Bridget Jones' ""New Hugh Grant,"" while different from the old bumbler, wasn't as folksy-friendly-admirable-likeable as this character).

Rachel Weisz is a total babe, and Toni Collete played the PERFECT hippie lady. I KNOW her!!! (You know what I mean). I know dozens of old hippie ladies EXACTLY like Collete's character, and her whole scene. And this whole scene wasn't presented as satire, or for laughs. The writers/directors seemed to have genuine respect and affection for those folks (and they see, in a kindly way, the inherent humor in their anachronistic nerdiness, too).

Please don't make me say it--- OK, I'll say it: This movie is heart-warming. It MEANS something. I LOVE this movie. It is a definite ""10"" out of ""10."""
tt0276751,95,"'About A Boy' is one of the greatest films I've ever seen. Hugh Grant did a great job, he is terrific. I gave it only 9 out of ten is because Rachel Weisz only plays a smallish role, or I'll give it full marks! But she is great, though!"
tt0276751,96,"*About A Boy*

I just got back from seeing About a Boy, and I am happy to say it was an enjoying experience. It was hillarious and heart-warming at the saem time. It had witty dialouge and likeable charactors.

It follows the story of shallow yuppie Will (Grant). He's basicly just the regular sometimes cliched selfish man until he meets Marcus (Hoult), a young quiet young boy. Marcus isn't popular at school and doesn't really have any friends other than his mom, Fiona (Collette). After a lot of scamming and lying to women, Will finally starts realizing what a cynical jerk he is, with the help of Marcus. The funny thing about thier situation is the happier Marcus gets (once he gets friends and recognition, with the help of Will) the more depressed Will gets. In the end they need to help each other to all be happy.

The acting is delightful. Grant gives the performance of his lifetime (sorry to say it doesn't mean much). Toni Collette is fabulous (is she really British?). And Hoult is also good (was he wearing lipstick?). All in all this movie is charming and funny. I would recomend it to anyone with a heart and sense of humor.

*7.5/10*"
tt0276751,97,"This is an incredibly clever, witty little film, with Hugh Grant playing a role I've never seen him in. I'm not a big Hugh Grant fan and I was convinced that this was probably the ideal role for him, a single guy doesn't want to commit, wanders around aimlessly looking for single mothers to shag, however, the usual gestures and expressions that Hugh is so fond of using in his acting, no matter what the character, weren't as noticeable, leaving me to wonder if he's allowed himself to act without his safety net. If this is the case, then well done. At several points, I almost forgot that this was Hugh Grant, he allowed himself to look older, less charming, human, and it worked. But that's enough about him. The movie itself moved with a gentle pace, not so slow as to bore you and not so fast as to lose you, and I found myself entertained throughout. I've never read the book for which this movie is based, but perhaps I should, then maybe I'd understand the opposite sex a little better. `A man is an island' is the theme throughout and it couldn't be more wrong.

Nicholas Hoult as Marcus steals the show from Grant, in my book, as the strange son of Toni Collette, who worked marvels with the character she was given, but she's always been one of my favorites since Muriel's Wedding. If you haven't seen it, you should. I'm a huge fan of Bridget Jones's Diary and I have to say that this really is the man's version."
tt0276751,98,
tt0276751,99,"This film is superb in more ways than one. It not only manages to combine humour with a terrific storyline but also brings great performances from all the talent involved. I was lucky enough to go to the premiere in Leicester Square, and afterwards met some of the stars. This film is highly appropriate for any fan of Bridget Jones, Four Weddings and Notting Hill. The film unlike many comedies is not a series of set pieces and works as a good plotline in its own right, without the comedy value. Nick Hoult is tremendous in the role of Marcus the son of a modern hippy who forces her son to adopt her worldly ideals (and clothing). Hugh Grant is just his average self, neverending tense moments, huge amounts of lies to women, just continuous humour throughout the film. He is an institution! Performances from Toni Collette with abundant amusement surrounding her throughout, and Rachel Weisz both create great support efforts. Overall this film sticks together and does not have loose scenes but is a thoroughly adorable film."
tt0276751,100,"About a Boy featured several excellent actors and actresses - well, they did a good job with *this* film anyway. However, as a story, it was nothing special or original. It's not the typical romantic comedy; it is romantic comedy with a twist. Hugh Grant's character is too immature, and the little boy is too mature at the point where he is 'uncool' and bullied at school. An unlikely relationship is formed between the two, and as a result, both characters become stronger with less flaws. Of course, their relationships have their problems, but they all grow and become better people. Like many films in this genre, it has a happy ending.

3/10"
tt0276751,101,"I put this movie on my ""don't want to see again list."" I would rather watch teletubbies for two hours while standing on my head. I suppose that I just enjoy movies that move a little faster (i.e. a PBS documentary, Watching grass grow with Gary, and then there is always the old favorite, Planetary Movement in Real Time, etc. LOL) Sorry to not agree with all of you who like it, but everyone to their own taste I suppose."
tt0276751,102,
tt0276751,103,
tt0276751,104,"19 May 2002. With the exception of the too pat ending, ""About A Boy"" is shined. Hugh is great with a widespread range of emotions, the plot and pacing tight, the energy, the depth of feelings pure adrenaline. This is a great family movie with a no non-sense style that hits home about the meaning of life, about being different, and about a boy and a man along with the people in their lives. I'd watch this over Star Wars, over Spider-Man because this movie is about substance from the heart as well as the mind."
tt0276751,105,"A charming nice little film which will enlighten your evening. About a Boy is not a daring film, but it is immensely likable. Every once in a while, a movie comes along that, despite traversing familiar terrain, is made with enough all-around skill that it overcomes its clichéd origins. About a Boy is such a movie. In a summer when pyrotechnics, superheroes, sequels, and mindless action are sure to rule, this film gives us a feel-good human story to savor between bursts of testosterone and adrenaline. Both Nicholas Hoult and Hugh Grant are very good but Toni Collete- who is a fine actor- steals the show. Her delivery is impeccable. This is a great watch."
tt0276751,106,Hugh Grant and Nicholas Hult steal the film ss playing a 38 year old man who befriends a 12 year old boy. I love the friendship between them. I also love the performances feom every other character. This is a must see. 😁👍🏾
tt0276751,107,
tt0276751,108,"Amazing, feel good movie for relaxing time. And Grant's narration voice is the best part of movie. I mean if he was my dad I would make him read badtime stories to me every evening."
tt0276751,109,"I had been meaning to watch this film from start to finish for sometime now and finally this evening an opportunity presented itself.

Having caught snippets of 'about a boy' over the last decade or so, the snippets were enough to bring me back for a full showing.

I can't disagree with the bulk of reviews here. The storyline is brutally honest, believable and at times quirky. That coupled with superb performances from Hugh Grant and Nicholas Hoult some great 'Londoncentric' cinematography make for a terrific film."
tt0276751,110,"Will Freeman is the ultimate slacker. Living off the royalties of his one-hit-wonder father's Christmastime jingle Will is proud of never having had a job or, indeed, having done much of anything. He's not interested in a serious relationship - casual sex and one-night stands are his forté. Then, one day he ventures into a single parents' group meeting. Soon, he is dating a woman who is babysitting for her friend's son, Marcus.This wouldn't mean much to Will, except that Marcus takes a liking to him and decides that Will might be the perfect match for his emotionally disturbed mother, Fiona (Toni Collette). Then the strangest thing happens - Will and Marcus strike up an unusual friendship. But complications ensue when Will falls for another single mother (Rachel Weisz) and wants Marcus to pretend to be his son. This is a hilarious drama from England and you should check it out."
tt0276751,111,Awkward characters in a movie that tries to treat serious issues light-heartedly. But it doesn't succeed. It left me feeling as empty as the main character's empty life. It depends too much on annoying voice-over narration (by both main characters!). Why do you feel you're being manipulated? And this contrived pulling of heart-strings isn't convincing because much of it is explained through... voice-over! Music is forgettable too. Great cast though that throw their all into it. Wished I could have liked it more for that reason.
tt0276751,112,"A normal chick flick involves a guy falling in love with a girl. It ends with them living happily ever after. In this movie, the protagonist isn't interested in having a relationship. But sometimes, life takes unexpected turns. He befriends a boy who teaches him a lot about life. This movie is hilarious and the chemistry between Hugh Jackman and the boy is brilliant. Definitely worth a watch!"
tt0276751,113,"About a Boy finds an excellent balance between being a lighthearted comedy and a thought-provoking drama. It starts out looking like a run-of-the-mill rom-com, but it soon reveals itself as a captivating story with complex characters. Hugh Grant, Nicholas Hoult and Toni Collette work very well together. This is a great movie."
tt0276751,114,"Available on Blu-ray Disc (Region B)

UK/USA/France 2002 English (Colour); Comedy/Drama/Romance (Universal/StudioCanal/Tribeca/Working Title); 101 minutes (12 certificate)

Crew includes: Paul Weitz, Chris Weitz (Directors); Peter Hedges, Chris Weitz, Paul Weitz (Screenwriters, adapting Novel by Nick Hornby **** [8/10]); Jane Rosenthal, Robert De Niro, Brad Epstein, Tim Bevan, Eric Fellner (Producers); Nick Hornby, Lynn Harris (Executive Producers); Remi Adefarasin (Cinematographer); Jim Clay (Production Designer); Nick Moore (Editor); Badly Drawn Boy (Composer)

Cast includes: Hugh Grant (Will Freeman), Toni Collette (Fiona Brewer), Rachel Weisz (Rachel), Nicholas Hoult (Marcus Brewer), Isabel Brook (Angie), Sharon Small (Christine), Victoria Smurfit (Suzie)

Academy Award nomination: Adapted Screenplay; BAFTA nominations (2): Supporting Actress (Collette), Adapted Screenplay; Golden Globe nominations (2): Picture - Musical/Comedy, Actor - Musical/Comedy (Grant)

""Growing up has nothing to do with age.""

During attempts to meet available women, a shallow, irresponsible bachelor (Grant) reluctantly strikes up a friendship with the unhappy, misfit son (Hoult) of an eccentric, suicidal hippie (Collette), which is jeopardised when he unexpectedly falls in love.

Not your typical British romcom, as the important relationship here is between man and boy, and what they learn from (and teach) one another, with a never-better Grant clearly relishing his newly-nurtured caddish ways first demonstrated in BRIDGET JONES'S DIARY.

Collette also shines in a difficult role that could have been played unsympathetically, while the dual narration works well in this excellent, largely faithful (except for the ending) adaptation of Hornby's 1998 novel.

Blu-ray Extras: None. ½ (1/10)"
tt0276751,115,"""About A Boy"" ""About A Boy"" (2002) is a professionally produced comedic drama about looking inside. The story is about a womanizer, who has never worked a day in his life, Will Freeman played by Hugh Grant, that meets a down on his luck boy, Marcus played by Nicholas Hoult, and discovers a surprising connection that could change the course of their lives. This film is awkwardly hilarious and towards the end of the film, Marcus delivers a line to Will that should make every human take a step back and evaluate their own life.

This movie seamlessly intertwines two stories in this film. The main being from Will's point of view and the second is about Marcus and his mother, Fiona played by Toni Collette, as they deal with his mother's depression and being bullied at school. Though the film doesn't have anything I can specifically relate to, it does have moments of emotional impact that will stay with me. The strength that Marcus displays as he makes conscious efforts to force Will to become a part of his family was odd, but powerful. I found it odd because a young boy going to an adult's house without their parent's knowledge or permission is unsafe and unheard of for modern times. Overall, this fill had drama, comedy, and a sliver of romance that I find highly entertaining"
tt0276751,116,
tt0276751,117,"'About a Boy' is one of those films that always appears to be showing somewhere. Probably because of its appeal to a family audience who can all enjoy the story and light humour.

For me, the best part of this film is the exceptional performances from Hugh Grant and Nicholas Hoult, who play Will and Marcus respectively. The relationship between the pair and the funny moments they deliver is what makes the film.

The storyline is relatively simple and easy to follow but still manages to be enjoyable and interesting. Whilst this isn't a film I particularly like, I could happily sit though it again and again without getting bored."
tt0276751,118,"As far as Will Freeman (Grant) is concerned, he has the perfect life; he lives comfortably, if not extravagantly, on the income provided by a certain kind of inheritance. On the surface, at least, he's happy. Admittedly, however, he's the very epitome of 'shallow,' who makes a conscious and concerted effort at avoiding any commitment in relationships, or even attempting to accomplish or achieve anything at all. He merely takes from life, gives absolutely nothing back and has always been content with it. But of late, his relationships have become a bit 'sticky.' Women are becoming too demanding, the break-ups too messy. He needs a new conquest, a relationship in which he can flex his shallowness anew, with a woman who will give him everything and demand nothing in return.

Fortuitous circumstances provide him with just what he's looking for; fortuitous, however, in a way he doesn't realize, as it leads to a relationship through which he encounters a young boy, Marcus (Nicholas Hoult). And it's a meeting that is destined to have an enormous impact on his life, as Marcus becomes the catalyst that changes Will's entire perspective. For the first time, Will begins to question who he is, and what he's doing-- or not doing-- with his life.

Telling this story (adapted for the screen by Peter Hedges and the Weitz brothers, from the novel by Nick Hornby) presented a challenge to the filmmakers, in that it's nothing really new; the history of the cinema is filled with stories of individual epiphanies, many along the same lines as this one (recently, 'The Kid,' with Bruce Willis, for example). So a fresh approach and presentation, including the kind of performances they could extract from their actors, was essential for this film to attain any distinction whatsoever. Which it does, and splendidly. And, moreover, they succeed on all fronts. The screenplay is intelligent, and the characters-- especially Will and Marcus' mom, Fiona (Toni Collette)-- are convincingly well developed. With Will, there is no sudden leap into who he becomes by the end of the film; it comes though a gradual recognition and realization of who he is, after first establishing a starting point from which the character can grow. The same is true of Fiona. There's detours and set-backs which-- as in real life-- prevent a direct journey from point A to point B, and create the proverbial sticky wicket along the way. Weitz and Weitz set a good pace, and most importantly, manage to give their film some real heart without lapsing into any melodramatic, maudlin sentimentality. Rather, the sentiments and situations they express are real and believable, and presented in such a way as to afford the audience any number of elements to which they can genuinely relate.

As Will, Hugh Grant gives arguably his best performance ever. In some respects, Will is similar to other characters Grant has created (most notably Daniel in 'Bridget Jones's Diary'), but there's a depth to Will he's never previously managed to achieve, and without question this is his most three-dimensional, fully developed character yet. Grant has a natural charm and a charismatic screen presence, but his presentation is often tinged with a bit of pretentiousness that is entirely absent here. He does an especially nice job of effecting Will's transition in very real and credible terms, and by the end, it's obvious that this is a side of Grant we have not seen before; with this role, he has effectively expanded his range as an actor. In the final analysis, it's a performance with real substance, and it makes Will a truly memorable character."
tt0276751,119,"As a kid, I always saw TV premiers for the film ""About a Boy"" on channel ten and I was very excited every time it can on, too bad I had to go to bed at those times, never getting to actually see a glimpse of the film. After all these years, I end up seeing the film two days. This was definitely not the wait and I don't believe on how long I actually had to wait to see this film. This is one of the most marvelous comedy dramas I have ever seen in such a long time.

The story follows a lonesome young man who doesn't have a job, stays home and watches TV all day and basically chills out. It's not until he joins a ""single parents group"" and then meets little Marcus that his life slowly starts to change into something that he has never experienced before. This boy teaches him how to be a ""mature being"".

I really enjoyed everything about this intriguing film. By the ending title credits, I was totally hooked and my eyes never took away from the screen. The actors were beautifully produced and developed, the story is an excellent scent to get into and there are many comedic scenes which will have you laughing.

Hugh Grant is obviously the main star of this film and for good reason. He does an excellent job of adapting this role of Will, the selfish but isolated man who just wants to be left alone, and wants to live his life alone. I really had sympathy for the character because I knew what he was going through. I'm sure everyone in real life has experienced some of the traumas that the Will Character goes through. You really love him even if he can get picky in many areas. I could really relate to him myself in some ways. Hugh Grant of course brings this character to life. It's not only with the character's mood and the atmosphere of him but it's the comic relief and comedic dialogue which makes him come to life fully.

The boy who plays as the young, lost little soul Marcus, was also quite a powerful figure throughout this film. We too also feel sorry for him as he has a hard time living at home, getting bullied and only having Will to look up to. Even though he is harmless in every way possible, it doesn't stop him from wanting to help Will in the best way possible to succeed and not be held back by isolation. The boy too doesn't have any friends and is treated badly but Will seems to be a build up of an excellence for him. The two have each other to bounce off of. But it is the boy which works on Will more with emotions and life itself because the boy helps Will to change his view on life. Will alter realizes that Marcus is the only person he has really gottan to love. This creates a semi-father son hood. It also has many funny results as some things don't go the way Will plans it.

The back up actors and sound track score are also an excellent back up throughout. The story is also well scripted.

The film receives: 9/10"
tt0276751,120,
tt0276751,121,
tt0276751,122,"Will (Hugh Grant) is a little over the middle age bachelor. Surprisingly he doesn't have a job or never had one for too long, but doing quite well off with a steady income thanks to his father. As he calls himself he is an 'Island'. Living alone in an apartment with his own little positive attitude towards it, Will fails to have a steady relationship what so ever. Until this 12 year old boy he meets up while trying to get attention from single mothers. Soon he finds interest in this boy and amidst all the issue the boy has at home they become close to each other. And then Will realizes that life has much more than just living alone with random dates to accompany him and his big CD collection.

Coming from a Nick Hornby's best-selling novel, the script of this flick is totally entertaining. Moving back and forth from the thoughts inside Will's head and to things what actually happens around him gives an exposure of what Will's life and expectations are all about. Though he is a 'self centered ignorant bastard' he does have some thoughts of being more communicative or trying to help the people around him. But that though soon disappear and he finds himself in the same old selfish place.

Hugh Grant does a good job on his role of portraying Will. Will is charming, smooth and uses his words carefully. And when it's the time to slip away he just does that without hesitating.

From an adults point of view sometimes the kid will annoy you. But then he is just a kid and life is not the same for kids as adults. Especially when he got a suicidal mom! And while this kid is craving for attention, Will the totally opposite tries to hide away in his own agenda. The whole plot is just about every emotion which is involved in this struggle.

'About a Boy' is a good movie. It's a drama yet has good humor in it. Good flow, good music and good acting. Ends well and leaves you with a good spirit! More of my reviews at flickshout.tk"
tt0276751,123,"About A Boy is one of Hugh Grant's finest - in it, he plays a ne'er do well rich 38 year old boy who invents an imaginary son to attend single parent groups to hook up with women. Along the way he meets up with a 12 year old who shows him how to be a grown up. Grant is at his most charming and the movie is very subdued. Toni Colette plays the young boys mom and Rachel Weisz is the vexing older girl for Marcus. It is this relationship in the movie that brings smiles to the viewer. In the end, Will helps Marcus be a cool kid, and Marcus helps Will mature and be a grown up. The pairing of the two plays perfectly. One wishes Hugh Grant would go back to making these kind of little charming pictures"
tt0276751,124,"It has always been a big issue, making a movie about a book, sometimes is a big success (hairy potter) but in this case it wasn't. I liked the book very much, the funny and realistic thoughts, the good story and the really outstanding writing-skills. at first, the storyline was way more realistic and good chosen, in the movie it's predictable and it's different from the book, so much that the summary's of both really don't look the same, only the main thought of the novel/movie is coming trough, which I think is also better in the book. and why did Marcus did the school talentshow in the movie, it did have something to do with the story but it didn't make any sense because Will did things which weren't realistic, so is this a good of the movie."
tt0276751,125,
tt0276751,126,
tt0276751,127,"The film about a boy is a good film. It has the right actors, good settings and great dialogs sometimes. Of course there are film better than this one, but i don't want to talk about that. What I want to do is comparing the film and the book. The film fits good to the book. Many aspects from the book are processed in the film. If you've read the book, you see comparisons. The book is more extensive but you can imagine a picture for your own, the film on the other hand doesn't explain much besides the theme of the story.

So i would recommend the book if I have to choose. But the fact remains, the film is also very good, if you only see the film you also have a complete picture of the story."
tt0276751,128,"I thought the novel of About a Boy was quite good, but the film is totally different from it. I didn't like it that much, because it rushed through things so fast I couldn't understand some things the first time. In the novel Nirvana and Kurt Cobain play a pretty big role and in the film it barely gets mentioned. The ending is also different and the performance of Marcus, which is I think the most important part of the movie, doesn't even exist in the novel. The characters in the movie are well acted and sometimes funny. I think the novel is better than the movie, because it goes more into detail and explains things a lot better. But they both have their own things and that is also nice."
tt0276751,129,"About a boy goes about Will, an cool, modern and hip adult and about Marcus, a little, friendless, weird child. In the beginning of the book you get to know them very well and finally they get to know each other and they help each other to grow up.

The beginning of the movie and the book are quiet the same, but at the end you will see a lot of differences. Par example Marcus wears glasses in the book, but he didn't in the movie. Also his behavior changes much in the book, but in the movie it isn't that much changed. The biggest difference is the end. In the book Marcus first is a witness of an accident, with Ellie who broke the window, than he went to his father and at the end Will makes sure he's alright. Ellie has a bigger role in the book than in the movie. In the movie Marcus did a performance at school in front of everybody, because of his mother, Will wanted to stop him, what didn't work and finally Will ends on stage with a guitar in his hands. The movie ends with Christmas, where they are all together as one family.

I liked the book better than the movie, because the book is more in detail and you are the person who can use your fantasy. So I'd recommend the book above the movie."
tt0276751,130,
tt0276751,131,
tt0276751,132,
tt0276751,133,"I think the film is better, because the novel continue to long about one subject. In the film they talk about a subject, but not too long. Because they talk long about one subject, it becomes sometimes a little bit boring. In the novel it's difficult to represent the characters. They don't say how they look like. So it make it difficult to read, because you can represent them. I won't say that it's a bad book, but there are disadvantages. So that's about the book. The film is good, because there are subjects that are realistic. For example the mother of Marcus Fiona tries to commit suicide and Marcus is bullied on school. That subjects are realistic, because they often happen in real. But the book is realistic, too. In the film they don't talk too much about one subject. They talk enough about one subject, but not too much. So my conclusion is that the novel is good, but film is better and that is because the film don't talk too much about one subject and the novel does. I think everyone must see this film and read the book"
tt0276751,134,
tt0276751,135,"About a Boy

About a Boy is a touching, warm story about actually two boys, both struggling with their own problems. Will is a lonely 38-year old man, living of the money of his father and actually doing nothing all day long. And then there is Marcus, a 12-year old boy with a crazy mother, who gets bullied and has not a very nice life. When they meet, Will is irritated on Marcus. But when Marcus keeps on visiting him every day, uninvited, Will starts to care about him. They try to help each other with their problems. About a Boy is a very intriguing story and you completely get sucked into it. You just want to know how Will and Marcus will end up. Will they ever be happy? I recommend the film (and the book) to everyone. I am sure that not only females will like this, but also guys will find this film very nice. It is for every age and everyone who watches it, will want to watch it again. Really, you should see it!"
tt0276751,136,"A few weeks ago I started to read this book, first it was quite hard because of the two different stories. But when I had finished it I was kind of surprised because I actually liked the story. Most of the times I don't really like the film after reading a book first, and this time it wasn't different. You have a picture in your head, and when you see the film you get kind of disappointed by seeing all these pictures you didn't really have in mind, especially with the main characters. In my head Marcus looked so much different than in the film. But the film on its own was quite good, I loved the actors they were really amazing. But compared with the book I was still kind of disappointed about the story, because of the Nirvana aspect. In the book it's really an important subject, and that actually gives the story some character, in my opinion. In the film they actually doesn't even mention Nirvana, or everything around it. So, I like the book better, but the film is still really good!"
tt0276751,137,"My first opinions about the book were, before I saw the film, that I would be quiet a good film, because I had already red some other reviews, and they were mostly positive. I read the book in about 3 or 4 days, which is reasonable fast. I've to admit the it didn't read that fast because the story was so interesting to me ,but just because it was easy to read and not unpredictable. However, my expectations before seeing the movie were quit high. Some things I didn't liked about the story, was that there were very few serious events during the book, which made I quit hard to read. Also i didn't like the difference between the story line of the book compared to the story line of the film, because at the ending of the film the film takes a different turn. However overall, I think the director of the film did a pretty good job, by ripping out the boring bits of the book, and replace them by more interesting events, like the school performance at the end of the film."
tt0276751,138,"I've watched the film and read the book. I like films rather than books. This film was a story that was fun to watch. I liked the way of playing. The book was a bit strange. I don't have a fantasy to create my own vision of the story. With a film I can. The film is more funny and the book is a lot of serious stuff. In the book there were parts that didn't exists in the film. Like the Christmas evening. When Marcus got a CD and a CD-player when in the book he only got a CD. I don't understand why this small thing is different in the book but it is. Also the characters of the film are chosen good. They played their role better than the characters in the book. Marcus was the smart little guy, Will was the enthusiastic, a bit strange and friendly person and Fiona the desperate mother who was always crying. I liked the film very much. But the book wasn't interesting."
tt0276751,139,"I've watched the movie and I've read the book, and there are a lot of differences between those two. For example, in the movie there is sort of a rock concert going on in Marcus's school, but in the book there is nothing what refers to a rock concert or something like that. Also a difference is that Nirvana is playing a big role in the book, but in the film there is no Nirvana at all, which a think is a pity. The biggest difference is the end I guess. The end in the book is totally different from the end of the film. The end of the film is a happy end, eventually everything is fine. Marcus is happy and has friends, Will has a relationship with Rachel and Marcus's mum seems to fall in love with a weird friend of Will. In the book the end is totally different. In the movie they also skip a whole part, the part where Marcus and Ellie go to Cambridge to visit Marcus's dad. I both like the film and the book, but if I have to make I choice, I like the book better because everything is comprehensively explained."
tt0276751,140,
tt0276751,141,
tt0276751,142,"I've read the book and i've seen the movie. I have to say that I prefer the book. The book is more extensive. The film is a short version of the book. Important parts in the book don't appear in the movie. Like the part where you meet Marcus' father, Clive. He has got an important role in the book, but doesn't appear in the movie. I think it not good if you cut out an important role. The ending in the book is also different from the movie. I prefer the ending of the book, because everything becomes clearer in the book than in the movie. Nick writes how Marcus became so cool and how Will became serious. The movie doesn't show a cool Marcus at the end. So the book is better, in my opinion."
tt0276751,143,
tt0276751,144,
tt0276751,145,"This film is amazing...

I hardly laugh, let alone laugh out loud, while watching films, but this movie had many moments that made me do just that.

The dialogue on this movie is just as brilliant as the acting, as well as the storyline.

Hugh Grant has delivered again. This and Love Actually have been real hits for me.

This is a film you could watch after a tough day or on a Friday night just to relax.

Won't let you down, go watch it!"
